SURVEY: VIRGO_PROJECT
SNID: SN2012cu
RA: 193.37230000
DECL: 2.16080000
MWEBV: 0.0184
REDSHIFT_HELIO: 0.003400
FILTERS: B U UVM2 UVW1 UVW2 V g i r
# ==========================================
# TERSE LIGHT CURVE OUTPUT:
#
NOBS: 123
NVAR: 8
VARLIST: MJD FLT FLUXCAL FLUXCALERR MAG MAGERR ZPT ZPSYS
OBS: 60377.4 r 3.4257480000e+03 3.4257480000e+03 18.6630 1.0860 25.0 ab
OBS: 60380.4 r 7.6938700000e+02 7.6938700000e+02 20.2850 1.0860 25.0 ab
OBS: 60383.4 r 4.9163070000e+03 4.9163070000e+03 18.2710 1.0860 25.0 ab
OBS: 60383.4 r 2.3488230000e+03 2.3488230000e+03 19.0730 1.0860 25.0 ab
OBS: 60387.4 r 2.3365450000e+03 2.3365450000e+03 19.0790 1.0860 25.0 ab
OBS: 60387.4 r 1.1379930000e+03 1.1379930000e+03 19.8600 1.0860 25.0 ab
OBS: 60390.3 r 2.7899680000e+03 2.7899680000e+03 18.8860 1.0860 25.0 ab
OBS: 60402.3 r 5.8868440000e+03 5.8868440000e+03 18.0750 1.0860 25.0 ab
OBS: 60402.3 r 2.7365770000e+03 2.7365770000e+03 18.9070 1.0860 25.0 ab
OBS: 60410.3 r 2.6266830000e+03 2.6266830000e+03 18.9510 1.0860 25.0 ab
OBS: 60436.2 r 1.1555162000e+04 1.1555162000e+04 17.3430 1.0860 25.0 ab
OBS: 60439.2 r 2.9115200000e+03 2.9115200000e+03 18.8400 1.0860 25.0 ab
OBS: 60450.2 r 6.5449430000e+03 6.5449430000e+03 17.9600 1.0860 25.0 ab
OBS: 60461.2 r 4.2533080000e+03 4.2533080000e+03 18.4280 1.0860 25.0 ab
OBS: 60491.2 r 2.1142220000e+03 2.1142220000e+03 19.1870 1.0860 25.0 ab
OBS: 60798.3 r 1.8328991000e+04 1.8328991000e+04 16.8420 1.0860 25.0 ab
